scenario_id,scenario_name_en,scenario_name_zh_hant,target_id,target_en,target_zh_hant,participation_mode_id,participation_mode_name_en,participation_mode_name_zh_hant,prompt_en,prompt_zh_hant,stationary_required,photo_task_allowed,driver_interaction_allowed,adult_supervision_required,skip_allowed,safety_boundary_en,safety_boundary_zh_hant,official_reference_ids
flight,Flight,飛行途中,target-07,one polite way to help your row,一種可協助同排乘客的禮貌做法,create,Plan or create,規劃／創作,"Use one polite way to help your row as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種可協助同排乘客的禮貌做法」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use only while seated and when the crew permits it. Stop for safety briefings, instructions, turbulence or whenever the adult says to pause.",只有在坐好且機組人員允許時才使用。安全說明、任何指示、亂流，或大人要求暫停時，立即停止活動。,faa-child-safety-seat-tips|dot-family-air-travel
road-trip,Road trip,公路旅行,target-01,one colour repeated on two road signs,兩個道路標誌上重複出現的一種顏色,watch,Watch or point,看一看／指出來,"From your current spot, notice one colour repeated on two road signs. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「兩個道路標誌上重複出現的一種顏色」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-01,one colour repeated on two road signs,兩個道路標誌上重複出現的一種顏色,describe,Notice or describe,觀察／描述,"Notice one colour repeated on two road signs. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「兩個道路標誌上重複出現的一種顏色」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-01,one colour repeated on two road signs,兩個道路標誌上重複出現的一種顏色,create,Plan or create,規劃／創作,"Use one colour repeated on two road signs as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「兩個道路標誌上重複出現的一種顏色」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-02,"a bridge, tunnel or overpass",一座橋、隧道或高架道路,watch,Watch or point,看一看／指出來,"From your current spot, notice a bridge, tunnel or overpass. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一座橋、隧道或高架道路」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-02,"a bridge, tunnel or overpass",一座橋、隧道或高架道路,describe,Notice or describe,觀察／描述,"Notice a bridge, tunnel or overpass. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一座橋、隧道或高架道路」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-02,"a bridge, tunnel or overpass",一座橋、隧道或高架道路,create,Plan or create,規劃／創作,"Use a bridge, tunnel or overpass as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一座橋、隧道或高架道路」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-03,one changing landscape feature,一項逐漸改變的地景,watch,Watch or point,看一看／指出來,"From your current spot, notice one changing landscape feature. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一項逐漸改變的地景」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-03,one changing landscape feature,一項逐漸改變的地景,describe,Notice or describe,觀察／描述,"Notice one changing landscape feature. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一項逐漸改變的地景」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-03,one changing landscape feature,一項逐漸改變的地景,create,Plan or create,規劃／創作,"Use one changing landscape feature as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一項逐漸改變的地景」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-04,a vehicle carrying something unusual,一台載著特別物品的車輛,watch,Watch or point,看一看／指出來,"From your current spot, notice a vehicle carrying something unusual. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一台載著特別物品的車輛」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-04,a vehicle carrying something unusual,一台載著特別物品的車輛,describe,Notice or describe,觀察／描述,"Notice a vehicle carrying something unusual. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一台載著特別物品的車輛」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-04,a vehicle carrying something unusual,一台載著特別物品的車輛,create,Plan or create,規劃／創作,"Use a vehicle carrying something unusual as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一台載著特別物品的車輛」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-05,one safe rest-stop detail,一個安全休息站裡的細節,watch,Watch or point,看一看／指出來,"From your current spot, notice one safe rest-stop detail. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個安全休息站裡的細節」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-05,one safe rest-stop detail,一個安全休息站裡的細節,describe,Notice or describe,觀察／描述,"Notice one safe rest-stop detail. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個安全休息站裡的細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-05,one safe rest-stop detail,一個安全休息站裡的細節,create,Plan or create,規劃／創作,"Use one safe rest-stop detail as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個安全休息站裡的細節」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-06,one cloud or weather clue,一個雲朵或天氣線索,watch,Watch or point,看一看／指出來,"From your current spot, notice one cloud or weather clue. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個雲朵或天氣線索」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-06,one cloud or weather clue,一個雲朵或天氣線索,describe,Notice or describe,觀察／描述,"Notice one cloud or weather clue. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個雲朵或天氣線索」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-06,one cloud or weather clue,一個雲朵或天氣線索,create,Plan or create,規劃／創作,"Use one cloud or weather clue as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個雲朵或天氣線索」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-07,one landmark the adult points out,一個由大人指出的地標,watch,Watch or point,看一看／指出來,"From your current spot, notice one landmark the adult points out. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個由大人指出的地標」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-07,one landmark the adult points out,一個由大人指出的地標,describe,Notice or describe,觀察／描述,"Notice one landmark the adult points out. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個由大人指出的地標」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
road-trip,Road trip,公路旅行,target-07,one landmark the adult points out,一個由大人指出的地標,create,Plan or create,規劃／創作,"Use one landmark the adult points out as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個由大人指出的地標」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Observe only from a correctly restrained passenger seat. The driver never reads, answers or operates these cards while driving.",只能從正確使用安全座椅或安全帶的乘客座位觀察。行車期間，駕駛絕不閱讀、回答或操作卡片。,nhtsa-car-seats
train-ferry,Train or ferry,火車或渡輪,target-01,one arrival or departure sign,一個抵達或出發標誌,watch,Watch or point,看一看／指出來,"From your current spot, notice one arrival or departure sign. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個抵達或出發標誌」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-01,one arrival or departure sign,一個抵達或出發標誌,describe,Notice or describe,觀察／描述,"Notice one arrival or departure sign. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個抵達或出發標誌」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-01,one arrival or departure sign,一個抵達或出發標誌,create,Plan or create,規劃／創作,"Use one arrival or departure sign as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個抵達或出發標誌」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-02,one repeated seat or railing pattern,一種重複出現的座椅或欄杆圖案,watch,Watch or point,看一看／指出來,"From your current spot, notice one repeated seat or railing pattern. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一種重複出現的座椅或欄杆圖案」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-02,one repeated seat or railing pattern,一種重複出現的座椅或欄杆圖案,describe,Notice or describe,觀察／描述,"Notice one repeated seat or railing pattern. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一種重複出現的座椅或欄杆圖案」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-02,one repeated seat or railing pattern,一種重複出現的座椅或欄杆圖案,create,Plan or create,規劃／創作,"Use one repeated seat or railing pattern as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種重複出現的座椅或欄杆圖案」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-03,one sound that signals movement,一個表示移動開始的聲音,watch,Watch or point,看一看／指出來,"From your current spot, notice one sound that signals movement. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個表示移動開始的聲音」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-03,one sound that signals movement,一個表示移動開始的聲音,describe,Notice or describe,觀察／描述,"Notice one sound that signals movement. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個表示移動開始的聲音」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-03,one sound that signals movement,一個表示移動開始的聲音,create,Plan or create,規劃／創作,"Use one sound that signals movement as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個表示移動開始的聲音」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-04,one object used by staff,一件工作人員使用的物品,watch,Watch or point,看一看／指出來,"From your current spot, notice one object used by staff. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一件工作人員使用的物品」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-04,one object used by staff,一件工作人員使用的物品,describe,Notice or describe,觀察／描述,"Notice one object used by staff. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一件工作人員使用的物品」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-04,one object used by staff,一件工作人員使用的物品,create,Plan or create,規劃／創作,"Use one object used by staff as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一件工作人員使用的物品」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-05,one view that changes as you travel,一個旅途中逐漸改變的景色,watch,Watch or point,看一看／指出來,"From your current spot, notice one view that changes as you travel. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個旅途中逐漸改變的景色」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-05,one view that changes as you travel,一個旅途中逐漸改變的景色,describe,Notice or describe,觀察／描述,"Notice one view that changes as you travel. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個旅途中逐漸改變的景色」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-05,one view that changes as you travel,一個旅途中逐漸改變的景色,create,Plan or create,規劃／創作,"Use one view that changes as you travel as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個旅途中逐漸改變的景色」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-06,one safe handhold pointed out by the adult,一個由大人指出的安全扶手,watch,Watch or point,看一看／指出來,"From your current spot, notice one safe handhold pointed out by the adult. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個由大人指出的安全扶手」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-06,one safe handhold pointed out by the adult,一個由大人指出的安全扶手,describe,Notice or describe,觀察／描述,"Notice one safe handhold pointed out by the adult. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個由大人指出的安全扶手」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-06,one safe handhold pointed out by the adult,一個由大人指出的安全扶手,create,Plan or create,規劃／創作,"Use one safe handhold pointed out by the adult as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個由大人指出的安全扶手」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-07,one way passengers make space for each other,一種乘客彼此留出空間的方法,watch,Watch or point,看一看／指出來,"From your current spot, notice one way passengers make space for each other. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一種乘客彼此留出空間的方法」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-07,one way passengers make space for each other,一種乘客彼此留出空間的方法,describe,Notice or describe,觀察／描述,"Notice one way passengers make space for each other. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一種乘客彼此留出空間的方法」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
train-ferry,Train or ferry,火車或渡輪,target-07,one way passengers make space for each other,一種乘客彼此留出空間的方法,create,Plan or create,規劃／創作,"Use one way passengers make space for each other as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一種乘客彼此留出空間的方法」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Follow the operator and supervising adult. Stay behind marked lines, use seats or handholds as directed, and never approach an edge for a card.",遵守運輸業者與陪同大人的指示，留在標線內，依指示使用座位或扶手；絕不為了卡片靠近月台或船邊。,
city-walk,City walk,城市散步,target-01,one old building detail,一個老建築的細節,watch,Watch or point,看一看／指出來,"From your current spot, notice one old building detail. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個老建築的細節」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-01,one old building detail,一個老建築的細節,describe,Notice or describe,觀察／描述,"Notice one old building detail. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個老建築的細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-01,one old building detail,一個老建築的細節,create,Plan or create,規劃／創作,"Use one old building detail as a prompt. Invent one kind question, route idea or tiny story alone or with a non-driving companion when permitted.",以「一個老建築的細節」為提示，自己想一個友善問題、小路線或迷你故事；情境允許時也可和非駕駛同行者一起想。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-02,one new building detail,一個新建築的細節,watch,Watch or point,看一看／指出來,"From your current spot, notice one new building detail. Point only when the setting permits and your supervising adult has said it is safe; never ask a driver to look.",從目前位置觀察「一個新建築的細節」。只有在情境允許且陪同大人已確認安全時，才從原地指出來；絕不要求駕駛查看。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
city-walk,City walk,城市散步,target-02,one new building detail,一個新建築的細節,describe,Notice or describe,觀察／描述,"Notice one new building detail. Think of one colour, shape, sound or detail. Share only with a non-driving companion when the setting permits.",觀察「一個新建築的細節」，想一個顏色、形狀、聲音或細節；只有在情境允許且有非駕駛同行者時才分享。,true,false,false,true,true,"Use a card only after the adult chooses a safe place to stop. The adult handles navigation, crossings, traffic and decisions about where to walk.",只有在大人選定安全停留處後才使用卡片。導航、過馬路、車流與行走路線，全部由大人判斷。,
