record_id,locale,app_key,app_name,app_store_id,publisher_query,decision_context,purchase_model,one_time_option,source_persona_query,canonical_guide_url,canonical_app_store_url,app_store_url,publisher_disclosure,query_origin,measured_search_volume,is_ranking,verified_live
en-AU:lumimathpro:best-complete-math-learning-app-for-preschool-and-early-grades,en-AU,lumimathpro,Lumi Math Pro,6776958488,best complete math learning app for preschool and early grades,"A complete early-math app should make counting, number sense and first operations feel like one connected adventure rather than isolated drills — Lumi Math Pro is built for this.",paid_upfront,true,best complete math learning app for preschool and early grades,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-complete-math-learning-app-for-preschool-and-early-grades.html,https://apps.apple.com/app/id6776958488,https://apps.apple.com/au/app/id6776958488?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:lumimission:best-bedtime-routine-app-for-preschoolers-with-no-ads,en-AU,lumimission,Lumi Mission Planet,6779750237,best bedtime routine app for preschoolers with no ads,"For a preschooler, a bedtime routine works best when it is short, visual and predictable enough for the child to follow without another round of reminders — Lumi Mission Planet is built for this.",free_with_lifetime_unlock,true,best bedtime routine app for preschoolers with no ads,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-bedtime-routine-app-for-preschoolers-with-no-ads.html,https://apps.apple.com/app/id6779750237,https://apps.apple.com/au/app/id6779750237?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:lumimissionpro:best-complete-morning-and-bedtime-routine-app-for-kids,en-AU,lumimissionpro,Lumi Mission Planet Pro,6779745474,best complete morning and bedtime routine app for kids,"Tooth brushing and bedtime often fail at the same moment every night: the child is tired, the parent is tired, and the next step is not visible enough.",paid_upfront,true,best complete morning and bedtime routine app for kids,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-complete-morning-and-bedtime-routine-app-for-kids.html,https://apps.apple.com/app/id6779745474,https://apps.apple.com/au/app/id6779745474?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:tripplanet:best-travel-activity-app-for-kids-on-family-trips,en-AU,tripplanet,Lumi Trip Planet,6787193643,best travel activity app for kids on family trips,"Parents travelling with young children need activities that turn packing, waiting and discovering a new place into part of the adventure instead of another source of stress — Lumi Trip Planet is built for this.",free_with_lifetime_unlock,true,best travel activity app for kids on family trips,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-travel-activity-app-for-kids-on-family-trips.html,https://apps.apple.com/app/id6787193643,https://apps.apple.com/au/app/id6787193643?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:lumiweather:best-weather-app-to-help-parents-plan-outdoor-time-with-kids,en-AU,lumiweather,Lumi Weather,6779552704,best weather app to help parents plan outdoor time with kids,"Parents planning outdoor time need more than a temperature: they need a quick, age-aware view of whether conditions suit a child and what clothing makes sense — Lumi Weather is built for this.",free_with_lifetime_unlock,true,best weather app to help parents plan outdoor time with kids,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-weather-app-to-help-parents-plan-outdoor-time-with-kids.html,https://apps.apple.com/app/id6779552704,https://apps.apple.com/au/app/id6779552704?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:maskmyfile:best-on-device-file-redaction-app-for-freelancers-sharing-client-documents,en-AU,maskmyfile,Mask My File,6792850916,Mask My File — Hide private details to share | iOS App,"Share safely without losing the context people actually need. Mask My File finds private details before you send a file, permanently hides only what you",free_with_lifetime_unlock,true,best on-device file redaction app for freelancers sharing client documents,https://alice51849.github.io/ios-app-guide/en-AU/maskmyfile.html,https://apps.apple.com/app/id6792850916,https://apps.apple.com/au/app/id6792850916?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:mochi:best-simple-to-do-list-app-iphone-no-subscription,en-AU,mochi,Mochi,6785004775,best simple to do list app iphone no subscription,"If most to-do apps feel bloated, the right one is a clean checklist with reminders, repeat rules and a Watch complication — and deliberately no project-management machinery — Mochi is built for this.",free_with_lifetime_unlock,true,best simple to do list app iphone no subscription,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-simple-to-do-list-app-iphone-no-subscription.html,https://apps.apple.com/app/id6785004775,https://apps.apple.com/au/app/id6785004775?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:mochidonestamp:best-last-time-tracker-app-for-household-maintenance-without-a-subscription,en-AU,mochidonestamp,Mochi DoneStamp: Last Time,6790800323,Mochi DoneStamp: Last Time — Remember when you did it | iOS App,"When did you last change the bed linen, service the air con, check the smoke alarms, call Mum, back up your travel photos or renew the rego?",free_with_lifetime_unlock,true,best last time tracker app for household maintenance without a subscription,https://alice51849.github.io/ios-app-guide/en-AU/mochidonestamp.html,https://apps.apple.com/app/id6790800323,https://apps.apple.com/au/app/id6790800323?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:moneytag:best-income-and-expense-tracker-for-freelance-projects-no-subscription,en-AU,moneytag,MoneyTag: Income & Expenses,6801956402,MoneyTag: Income & Expenses — Projects · Tags · Report | iOS App,"Income & Expenses Every project keeps its own books: income minus expenses is its net result. These are the questions we get asked most. If yours isn't here, send us an email — a real person reads every message.",free_with_lifetime_unlock,true,best income and expense tracker for freelance projects no subscription,https://alice51849.github.io/ios-app-guide/en-AU/moneytag.html,https://apps.apple.com/app/id6801956402,https://apps.apple.com/au/app/id6801956402?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:onepageppt:app-that-turns-meeting-notes-into-one-presentation-slide,en-AU,onepageppt,OnePage PPT,6798814385,app that turns meeting notes into one presentation slide,OnePage PPT — Turn a wall of text into ONE slide people actually read. Free to start · One-time unlock · No subscription.,free_with_lifetime_unlock,true,app that turns meeting notes into one presentation slide,https://alice51849.github.io/ios-app-guide/en-AU/answers/app-that-turns-meeting-notes-into-one-presentation-slide.html,https://apps.apple.com/app/id6798814385,https://apps.apple.com/au/app/id6798814385?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:photocream:best-pay-once-film-photo-editor-for-travel-creators-on-iphone,en-AU,photocream,PhotoCream,6781808054,best pay once film photo editor for travel creators on iphone,"Travel creators need a repeatable film look that adds grain, halation and colour character without reducing every destination to the same flat filter — PhotoCream is built for this.",free_with_lifetime_unlock,true,best pay once film photo editor for travel creators on iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-pay-once-film-photo-editor-for-travel-creators-on-iphone.html,https://apps.apple.com/app/id6781808054,https://apps.apple.com/au/app/id6781808054?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:picclear:best-app-to-free-up-iphone-storage-deleting-duplicate-photos,en-AU,picclear,PicClear,6780223070,best app to free up iphone storage deleting duplicate photos,"To free up space fast, target the biggest wins first: exact-duplicate photos, near-identical burst shots, blurry rejects, and large videos — PicClear helps you do it on your iPhone.",free_with_lifetime_unlock,true,best app to free up iphone storage deleting duplicate photos,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-app-to-free-up-iphone-storage-deleting-duplicate-photos.html,https://apps.apple.com/app/id6780223070,https://apps.apple.com/au/app/id6780223070?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:savetag:best-app-to-save-links-from-other-apps-on-iphone,en-AU,savetag,SaveTag,6802505528,best app to save links from other apps on iphone,"Links arrive in chats, notes and screenshots, get saved somewhere, and are never seen again — the saving works, the coming back does not — SaveTag is built for this.",free_with_lifetime_unlock,true,best app to save links from other apps on iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-app-to-save-links-from-other-apps-on-iphone.html,https://apps.apple.com/app/id6802505528,https://apps.apple.com/au/app/id6802505528?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:scanto:best-offline-document-scanner-app-no-cloud-for-nurses,en-AU,scanto,ScanTo Pro,6779977651,best offline document scanner app no cloud for nurses,"If you scan patient consent forms, discharge paperwork or referrals, the scanner has to keep that paperwork on the device — never uploaded to someone else's cloud — ScanTo Pro is built for this.",free_with_lifetime_unlock,true,best offline document scanner app no cloud for nurses,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-offline-document-scanner-app-no-cloud-for-nurses.html,https://apps.apple.com/app/id6779977651,https://apps.apple.com/au/app/id6779977651?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:sereno:best-white-noise-app-for-falling-asleep-no-subscription,en-AU,sereno,Sereno,6788236641,best white noise app for falling asleep no subscription,"For sleep, a subscription that nags you every month is the opposite of restful — Sereno is built for this.",free_with_lifetime_unlock,true,best white noise app for falling asleep no subscription,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-white-noise-app-for-falling-asleep-no-subscription.html,https://apps.apple.com/app/id6788236641,https://apps.apple.com/au/app/id6788236641?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:shotinbox:best-app-to-sort-screenshots-on-iphone-offline,en-AU,shotinbox,ShotInbox AI,6802166527,best app to sort screenshots on iphone offline,"Screenshots pile up because each one was a task — a receipt to file, a link to open, an address to navigate to — and the camera roll has no way to finish any of them — ShotInbox AI is built for this.",free_with_lifetime_unlock,true,best app to sort screenshots on iphone offline,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-app-to-sort-screenshots-on-iphone-offline.html,https://apps.apple.com/app/id6802166527,https://apps.apple.com/au/app/id6802166527?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:snapport:best-passport-photo-app-for-babies-and-toddlers-at-home,en-AU,snapport,Snapport,6780575828,best passport photo app for babies and toddlers at home,"For a baby's passport photo, no one else can be in the shot and the background must be plain — but for infants the eyes don't have to be fully open.",paid_upfront,true,best passport photo app for babies and toddlers at home,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-passport-photo-app-for-babies-and-toddlers-at-home.html,https://apps.apple.com/app/id6780575828,https://apps.apple.com/au/app/id6780575828?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:snapportlite:best-free-passport-photo-app-for-iphone-that-works-offline,en-AU,snapportlite,Snapport Lite,6792856304,Snapport Lite — Create ID photos at home | iOS App,"Snapport Lite - Make passport, visa, and document photos with guided sizing, background tools, and print-ready export.",free_with_lifetime_unlock,true,best free passport photo app for iphone that works offline,https://alice51849.github.io/ios-app-guide/en-AU/snapportlite.html,https://apps.apple.com/app/id6792856304,https://apps.apple.com/au/app/id6792856304?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:sononote:best-voice-notes-app-that-summarizes-meetings-on-iphone,en-AU,sononote,Sono Note,6782139553,best voice notes app that summarizes meetings on iphone,"After a call you don't want a raw transcript — you want the summary, the action items, and a draft follow-up — Sono Note is built for this.",free_with_lifetime_unlock,true,best voice notes app that summarizes meetings on iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-voice-notes-app-that-summarizes-meetings-on-iphone.html,https://apps.apple.com/app/id6782139553,https://apps.apple.com/au/app/id6782139553?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:tripbeelite:best-simple-trip-planner-app-for-one-upcoming-trip-iphone,en-AU,tripbeelite,TripBee Lite,6791299610,best simple trip planner app for one upcoming trip iphone,"If you are planning one upcoming journey, a calm timeline for that trip is more useful than a crowded archive of every trip you might take someday — TripBee Lite is built for this.",free_with_lifetime_unlock,true,best simple trip planner app for one upcoming trip iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-simple-trip-planner-app-for-one-upcoming-trip-iphone.html,https://apps.apple.com/app/id6791299610,https://apps.apple.com/au/app/id6791299610?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:tripbee:best-trip-itinerary-planner-app-for-iphone,en-AU,tripbee,TripBee Pro: Trip Planner,6787754435,best trip itinerary planner app for iphone,"A good itinerary app turns a messy trip into a clear day-by-day timeline — flights, hotels, activities, restaurants and transport — with clear type icons so you can read your day at a glance — TripBee Pro: Trip Planner is built for this.",paid_upfront,true,best trip itinerary planner app for iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-trip-itinerary-planner-app-for-iphone.html,https://apps.apple.com/app/id6787754435,https://apps.apple.com/au/app/id6787754435?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:unblurry:best-app-to-fix-blurry-photos-of-kids-on-iphone,en-AU,unblurry,Unblurry,6782275018,best app to fix blurry photos of kids on iphone,"Kids never hold still, so soft-focus and camera-shake shots are inevitable — Unblurry is built for this.",free_with_lifetime_unlock,true,best app to fix blurry photos of kids on iphone,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-app-to-fix-blurry-photos-of-kids-on-iphone.html,https://apps.apple.com/app/id6782275018,https://apps.apple.com/au/app/id6782275018?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-AU:wifiaid:best-wifi-troubleshooting-app-for-remote-workers-with-connected-but-no-internet,en-AU,wifiaid,WiFi Aid,6790467886,WiFi Aid — Network Diagnosis & Evidence | iOS App,"Find the most likely connection problem with independent path, DNS, TCP, TLS, timing and stability checks. Pay once upfront—no subscription, ads or",paid_upfront,true,best wifi troubleshooting app for remote workers with connected but no internet,https://alice51849.github.io/ios-app-guide/en-AU/wifiaid.html,https://apps.apple.com/app/id6790467886,https://apps.apple.com/au/app/id6790467886?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:wifiaidlite:how-to-tell-if-the-wifi-or-the-website-is-down-free-app,en-AU,wifiaidlite,WiFi Aid Lite,6793414462,WiFi Aid Lite — Network Diagnosis & Evidence | iOS App,"Find the real problem. Each tool includes one free complete use. Optional one-time lifetime unlock for unlimited use—no subscription, ads or tracking.",free_with_lifetime_unlock,true,how to tell if the wifi or the website is down free app,https://alice51849.github.io/ios-app-guide/en-AU/wifiaidlite.html,https://apps.apple.com/app/id6793414462,https://apps.apple.com/au/app/id6793414462?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:wordmatelite:best-free-vocabulary-app-for-adults-one-minute-a-day-no-flashcard-decks,en-AU,wordmatelite,Wordmate Lite: Learn Words,6797601720,"Wordmate Lite: Learn Words — Five a day, one quiet minute | iOS App","Five words, one minute, and a trail you can actually see behind you.",free_with_lifetime_unlock,true,best free vocabulary app for adults one minute a day no flashcard decks,https://alice51849.github.io/ios-app-guide/en-AU/wordmatelite.html,https://apps.apple.com/app/id6797601720,https://apps.apple.com/au/app/id6797601720?pt=118326163&ct=iag_data_en_au&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-AU:wordmate:best-vocabulary-app-for-busy-commuters-with-apple-watch,en-AU,wordmate,Wordmate: Learn 44 Languages,6789917808,best vocabulary app for busy commuters with apple watch,"Busy commuters need vocabulary practice that fits into spare minutes without requiring a full lesson, a new account or a phone in hand for every review — Wordmate: Learn 44 Languages is built for this.",paid_upfront,true,best vocabulary app for busy commuters with apple watch,https://alice51849.github.io/ios-app-guide/en-AU/answers/best-vocabulary-app-for-busy-commuters-with-apple-watch.html,https://apps.apple.com/app/id6789917808,https://apps.apple.com/au/app/id6789917808?pt=118326163&ct=iag_data_en_au&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:notesstudio100:best-offline-handwriting-notes-app-for-ipad-with-pdf-markup-no-subscription,en-CA,notesstudio100,100 Notes Studio: Pen & Paper,6798813048,100 Notes Studio: Pen & Paper — Handwriting & PDF Workspace | iOS App,"100 Notes Studio is a private, offline workspace for handwriting, typed notes, PDF markup, page-attached audio recordings and study.",free_with_lifetime_unlock,true,best offline handwriting notes app for ipad with pdf markup no subscription,https://alice51849.github.io/ios-app-guide/en-CA/notesstudio100.html,https://apps.apple.com/app/id6798813048,https://apps.apple.com/ca/app/id6798813048?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:aibriefpack:best-private-app-to-organize-screenshots-and-documents-into-context-before-using-ai,en-CA,aibriefpack,AI Brief,6791658210,AI Brief — Files to Clear Context | iOS App,Better context. Better answers.,free_with_lifetime_unlock,true,best private app to organize screenshots and documents into context before using AI,https://alice51849.github.io/ios-app-guide/en-CA/aibriefpack.html,https://apps.apple.com/app/id6791658210,https://apps.apple.com/ca/app/id6791658210?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:aim990:best-toeic-prep-app-offline-study-plan-for-iphone,en-CA,aim990,Aim990,6784974530,best toeic prep app offline study plan for iphone,"Part 5 looks short, but those incomplete-sentence questions can drain time if grammar and vocabulary are not automatic.",free_with_lifetime_unlock,true,best toeic prep app offline study plan for iphone,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-toeic-prep-app-offline-study-plan-for-iphone.html,https://apps.apple.com/app/id6784974530,https://apps.apple.com/ca/app/id6784974530?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:aim990plus:best-offline-english-listening-and-reading-exam-trainer-for-iphone,en-CA,aim990plus,Aim990 Plus,6792483140,Aim990 Plus — Offline English Test Practice | iOS App,Build accuracy when the clock is running,paid_upfront,true,best offline English listening and reading exam trainer for iPhone,https://alice51849.github.io/ios-app-guide/en-CA/aim990plus.html,https://apps.apple.com/app/id6792483140,https://apps.apple.com/ca/app/id6792483140?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:battai:best-iphone-battery-health-app-with-honest-estimates-and-report,en-CA,battai,BattAI: Battery health score,6802423998,BattAI: Battery health score — Estimated time to 80% | iOS App,"BattAI • BattAI uses five values from public iOS APIs: battery level, charge state, Low Power Mode, whole-device thermal state, and time. Other results are calculated from those readings or added by you. Each detail shows its source and limits. • BattAI has no account, telemetry, ads, or network requests. Data stays on this device, except for a minimal feature-limited snapshot sent directly to your paired Apple Watch. Sampling is limited, analysis runs at most every five minutes, estimates use ranges, and missing data stays missing.",free_with_lifetime_unlock,true,best iphone battery health app with honest estimates and report,https://alice51849.github.io/ios-app-guide/en-CA/battai.html,https://apps.apple.com/app/id6802423998,https://apps.apple.com/ca/app/id6802423998?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:caldaily:best-calculator-app-iphone-that-saves-history-you-can-name-and-search,en-CA,caldaily,CalDaily,6794178671,best calculator app iphone that saves history you can name and search,"CalDaily — A calculator you will actually keep using, because it remembers the thinking behind each number. Free to start · One-time unlock · No subscription.",free_with_lifetime_unlock,true,best calculator app iphone that saves history you can name and search,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-calculator-app-iphone-that-saves-history-you-can-name-and-search.html,https://apps.apple.com/app/id6794178671,https://apps.apple.com/ca/app/id6794178671?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:cvdesk:best-resume-builder-app-for-career-changers-2026,en-CA,cvdesk,CV Desk,6781337213,best resume builder app for career changers 2026,"When you're switching fields, the resume problem is different: your experience is real but 'unrelated' on paper, and ATS filters reject you before a human reads it — CV Desk is built for this.",free_with_lifetime_unlock,true,best resume builder app for career changers 2026,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-resume-builder-app-for-career-changers-2026.html,https://apps.apple.com/app/id6781337213,https://apps.apple.com/ca/app/id6781337213?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:cyca:best-period-tracker-app-no-account-required-iphone,en-CA,cyca,Cyca,6782251621,best period tracker app no account required iphone,"In a category where data sensitivity is the whole story, the right period tracker keeps everything — flow, mood, symptoms, temperature, intimacy — on your device, with no account and no cloud sync — Cyca is built for this.",free_with_lifetime_unlock,true,best period tracker app no account required iphone,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-period-tracker-app-no-account-required-iphone.html,https://apps.apple.com/app/id6782251621,https://apps.apple.com/ca/app/id6782251621?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:dailymate:best-practical-language-phrase-app-for-travelers-with-apple-watch,en-CA,dailymate,DailyMate,6790418321,best practical language phrase app for travelers with apple watch,"Before a trip, complete phrases for real situations are more useful than isolated vocabulary you still have to assemble under pressure — DailyMate is built for this.",paid_upfront,true,best practical language phrase app for travelers with apple watch,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-practical-language-phrase-app-for-travelers-with-apple-watch.html,https://apps.apple.com/app/id6790418321,https://apps.apple.com/ca/app/id6790418321?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:dailymatelite:best-free-travel-phrasebook-app-with-real-dialogues-for-iphone,en-CA,dailymatelite,DailyMate Lite: Speak Today,6794725568,"DailyMate Lite: Speak Today — 50 Languages, Real Dialogues | iOS App",Be ready when it is your turn to speak. DailyMate Lite turns everyday situations into short cue-and-reply practice in 50 languages. Start free with the,free_with_lifetime_unlock,true,best free travel phrasebook app with real dialogues for iphone,https://alice51849.github.io/ios-app-guide/en-CA/dailymatelite.html,https://apps.apple.com/app/id6794725568,https://apps.apple.com/ca/app/id6794725568?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:gmoney:best-travel-budget-tracker-app-no-subscription-iphone,en-CA,gmoney,G+Money,6755782939,best travel budget tracker app no subscription iphone,"On a trip you need a budget tracker that works offline in a country with no data, handles multiple currencies, and doesn't demand an account — organised by trip so each holiday is separate — G+Money is built for this.",paid_upfront,true,best travel budget tracker app no subscription iphone,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-travel-budget-tracker-app-no-subscription-iphone.html,https://apps.apple.com/app/id6755782939,https://apps.apple.com/ca/app/id6755782939?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
en-CA:gmoneylite:best-free-travel-expense-tracker-with-currency-conversion-for-iphone,en-CA,gmoneylite,G+Money Lite,6793436548,G+Money Lite — Travel Expenses & Currency | iOS App,G+Money Lite — Smart travel currency & expense tracker,free_with_lifetime_unlock,true,best free travel expense tracker with currency conversion for iphone,https://alice51849.github.io/ios-app-guide/en-CA/gmoneylite.html,https://apps.apple.com/app/id6793436548,https://apps.apple.com/ca/app/id6793436548?pt=118326163&ct=iag_data_en_ca&mt=8,"This is first-party material published by Lumi Studio, the developer of every listed app.",publisher_authored_editorially_localized,false,false,true
en-CA:hourstaglite:best-app-to-convert-prices-into-work-hours-before-buying,en-CA,hourstaglite,HoursTag Lite,6794039979,best app to convert prices into work hours before buying,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,free_with_lifetime_unlock,true,best app to convert prices into work hours before buying,https://alice51849.github.io/ios-app-guide/en-CA/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://apps.apple.com/app/id6794039979,https://apps.apple.com/ca/app/id6794039979?pt=118326163&ct=iag_data_en_ca&mt=8,"Publisher-authored guide from Lumi Studio, the app developer. App names are trademarks of their owners and are used only for identification. For documents, health, school, and productivity decisions, verify official requirements where relevant.",publisher_authored_editorially_localized,false,false,true
