id,item_group_id,title,description,link,image_link,price,price_value,price_currency,availability,condition,brand,product_category,product_type,content_language,shipping_country,enable_search,enable_checkout,seller_name,seller_url,app_store_id,app_store_url,operating_system,purchase_model,one_time_purchase,subscription
hourstag-sk,hourstag,HoursTag: Hodiny na nákup,"HoursTag: Hodiny na nákup — Koľko to naozaj stojí? Nie v eurách, ale v hodinách vášho života.",https://alice51849.github.io/ios-app-guide/sk/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,5.99 EUR,5.99,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,sk,SK,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/sk/app/id6754218117?pt=118326163&ct=iag_data_sk&mt=8,iOS,paid_upfront,true,false
hourstag-sl-SI,hourstag,HoursTag: Cena v Urah,HoursTag: Cena v Urah — Kaj te resnično stane? Ne v evrih — v urah tvojega življenja.,https://alice51849.github.io/ios-app-guide/sl-SI/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,5.99 EUR,5.99,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,sl-SI,SI,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/si/app/id6754218117?pt=118326163&ct=iag_data_sl_si&mt=8,iOS,paid_upfront,true,false
hourstag-sv,hourstag,HoursTag: Timmar att köpa,HoursTag: Timmar att köpa — Vad kostar det egentligen? Inte i kronor – i timmar av ditt liv.,https://alice51849.github.io/ios-app-guide/sv/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,69 SEK,69,SEK,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,sv,SE,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/se/app/id6754218117?pt=118326163&ct=iag_data_sv&mt=8,iOS,paid_upfront,true,false
hourstag-ta-IN,hourstag,HoursTag: நேரத்தை வாங்க,"HoursTag: நேரத்தை வாங்க — உண்மையில் எவ்வளவு செலவாகிறது? பணத்தில் அல்ல, உங்கள் வாழ்க்கையின் நேரத்தில்.",https://alice51849.github.io/ios-app-guide/ta-IN/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,499 INR,499,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ta-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/in/app/id6754218117?pt=118326163&ct=iag_data_ta_in&mt=8,iOS,paid_upfront,true,false
hourstag-te-IN,hourstag,HoursTag: కొనుగోలు సమయం,HoursTag: కొనుగోలు సమయం — మీరు నిజంగా ఎంత ఖర్చు చేస్తున్నారు? డాలర్లలో కాదు — మీ జీవితంలో గంటల్లో.,https://alice51849.github.io/ios-app-guide/te-IN/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,499 INR,499,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,te-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/in/app/id6754218117?pt=118326163&ct=iag_data_te_in&mt=8,iOS,paid_upfront,true,false
hourstag-th,hourstag,HoursTag,"If saving feels abstract, tracking goals in hours-worked instead of dollars makes progress feel earned — you're not saving $500, you're saving 20 hours of your life toward something — HoursTag is built for this.",https://alice51849.github.io/ios-app-guide/th/answers/best-app-to-track-where-my-money-goes-and-save-more.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,199 THB,199,THB,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,th,TH,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/th/app/id6754218117?pt=118326163&ct=iag_data_th&mt=8,iOS,paid_upfront,true,false
hourstag-tr,hourstag,HoursTag,"If saving feels abstract, tracking goals in hours-worked instead of dollars makes progress feel earned — you're not saving $500, you're saving 20 hours of your life toward something — HoursTag is built for this.",https://alice51849.github.io/ios-app-guide/tr/answers/best-app-to-track-where-my-money-goes-and-save-more.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,249.99 TRY,249.99,TRY,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,tr,TR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/tr/app/id6754218117?pt=118326163&ct=iag_data_tr&mt=8,iOS,paid_upfront,true,false
hourstag-uk,hourstag,HoursTag: Години до покупки,"HoursTag: Години до покупки — Скільки це коштує насправді? Не в гривнях, а в годинах вашого життя.",https://alice51849.github.io/ios-app-guide/uk/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,5.99 USD,5.99,USD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,uk,UA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/ua/app/id6754218117?pt=118326163&ct=iag_data_uk&mt=8,iOS,paid_upfront,true,false
hourstag-ur-PK,hourstag,HoursTag: وقت کی قیمت,HoursTag: وقت کی قیمت — حقیقی قیمت کیا ہے؟ ڈالرز میں نہیں — زندگی کے گھنٹوں میں۔,https://alice51849.github.io/ios-app-guide/ur-PK/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,1300 PKR,1300,PKR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ur-PK,PK,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/pk/app/id6754218117?pt=118326163&ct=iag_data_ur_pk&mt=8,iOS,paid_upfront,true,false
hourstag-vi,hourstag,HoursTag,"If saving feels abstract, tracking goals in hours-worked instead of dollars makes progress feel earned — you're not saving $500, you're saving 20 hours of your life toward something — HoursTag is built for this.",https://alice51849.github.io/ios-app-guide/vi/answers/best-app-to-track-where-my-money-goes-and-save-more.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,149000 VND,149000,VND,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,vi,VN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/vn/app/id6754218117?pt=118326163&ct=iag_data_vi&mt=8,iOS,paid_upfront,true,false
hourstag-zh-Hans,hourstag,HoursTag：价格换工时,HoursTag：价格换工时 — 这真正要花你多少？不是多少钱——是你生命中的几个小时。,https://alice51849.github.io/ios-app-guide/zh-Hans/hourstag.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,38 CNY,38,CNY,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,zh-Hans,CN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/cn/app/id6754218117?pt=118326163&ct=iag_data_zh_hans&mt=8,iOS,paid_upfront,true,false
hourstag-zh-Hant,hourstag,HoursTag,"If saving feels abstract, tracking goals in hours-worked instead of dollars makes progress feel earned — you're not saving $500, you're saving 20 hours of your life toward something — HoursTag is built for this.",https://alice51849.github.io/ios-app-guide/zh-Hant/answers/best-app-to-track-where-my-money-goes-and-save-more.html,https://alice51849.github.io/ios-app-guide/social/img/hourstag-share.jpg,150 TWD,150,TWD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,zh-Hant,TW,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6754218117,https://apps.apple.com/tw/app/id6754218117?pt=118326163&ct=iag_data_zh_hant&mt=8,iOS,paid_upfront,true,false
hourstaglite-ar-SA,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/ar-SA/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 SAR,0,SAR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ar-SA,SA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/sa/app/id6794039979?pt=118326163&ct=iag_data_ar_sa&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-bn-BD,hourstaglite,HoursTag Lite,HoursTag Lite - বিষয়ের আসল দাম দেখুন,https://alice51849.github.io/ios-app-guide/bn-BD/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,bn-BD,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_bn_bd&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-ca,hourstaglite,HoursTag Lite,HoursTag Lite - Veure el preu real de les coses,https://alice51849.github.io/ios-app-guide/ca/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ca,ES,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/es/app/id6794039979?pt=118326163&ct=iag_data_ca&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-cs,hourstaglite,HoursTag Lite,HoursTag Lite - Uvidíte skutečnou cenu věcí,https://alice51849.github.io/ios-app-guide/cs/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 CZK,0,CZK,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,cs,CZ,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/cz/app/id6794039979?pt=118326163&ct=iag_data_cs&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-da,hourstaglite,HoursTag Lite,HoursTag Lite - Den sande pris på ting,https://alice51849.github.io/ios-app-guide/da/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 DKK,0,DKK,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,da,DK,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/dk/app/id6794039979?pt=118326163&ct=iag_data_da&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-de-DE,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/de-DE/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,de-DE,DE,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/de/app/id6794039979?pt=118326163&ct=iag_data_de_de&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-el,hourstaglite,HoursTag Lite,HoursTag Lite - Δείτε την πραγματική τιμή των πραγμάτων,https://alice51849.github.io/ios-app-guide/el/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,el,GR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/gr/app/id6794039979?pt=118326163&ct=iag_data_el&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-en-AU,hourstaglite,HoursTag Lite,HoursTag Lite - See the real price of things,https://alice51849.github.io/ios-app-guide/en-AU/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 AUD,0,AUD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,en-AU,AU,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/au/app/id6794039979?pt=118326163&ct=iag_data_en_au&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-en-CA,hourstaglite,HoursTag Lite,HoursTag Lite - See the real price of things,https://alice51849.github.io/ios-app-guide/en-CA/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 CAD,0,CAD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,en-CA,CA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/ca/app/id6794039979?pt=118326163&ct=iag_data_en_ca&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-en-GB,hourstaglite,HoursTag Lite,HoursTag Lite - See the real price of things,https://alice51849.github.io/ios-app-guide/en-GB/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 GBP,0,GBP,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,en-GB,GB,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/gb/app/id6794039979?pt=118326163&ct=iag_data_en_gb&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-en-US,hourstaglite,HoursTag Lite,HoursTag Lite - See the real price of things,https://alice51849.github.io/ios-app-guide/en-US/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 USD,0,USD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,en-US,US,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/us/app/id6794039979?pt=118326163&ct=iag_data_en_us&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-es-ES,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/es-ES/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,es-ES,ES,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/es/app/id6794039979?pt=118326163&ct=iag_data_es_es&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-es-MX,hourstaglite,HoursTag Lite,HoursTag Lite - El precio real de las cosas,https://alice51849.github.io/ios-app-guide/es-MX/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 MXN,0,MXN,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,es-MX,MX,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/mx/app/id6794039979?pt=118326163&ct=iag_data_es_mx&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-fi,hourstaglite,HoursTag Lite,HoursTag Lite - Asioiden todellinen hinta,https://alice51849.github.io/ios-app-guide/fi/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,fi,FI,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/fi/app/id6794039979?pt=118326163&ct=iag_data_fi&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-fr-CA,hourstaglite,HoursTag Lite,HoursTag Lite - Le vrai prix des choses,https://alice51849.github.io/ios-app-guide/fr-CA/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 CAD,0,CAD,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,fr-CA,CA,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/ca/app/id6794039979?pt=118326163&ct=iag_data_fr_ca&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-fr-FR,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/fr-FR/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,fr-FR,FR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/fr/app/id6794039979?pt=118326163&ct=iag_data_fr_fr&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-gu-IN,hourstaglite,HoursTag Lite,HoursTag Lite - વસ્તુઓની વાસ્તવિક કિંમત જુઓ,https://alice51849.github.io/ios-app-guide/gu-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,gu-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_gu_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-he,hourstaglite,HoursTag Lite,HoursTag Lite - ראה את המחיר האמיתי של דברים,https://alice51849.github.io/ios-app-guide/he/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 ILS,0,ILS,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,he,IL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/il/app/id6794039979?pt=118326163&ct=iag_data_he&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-hi,hourstaglite,HoursTag Lite,HoursTag Lite - चीज़ों की असली कीमत देखें,https://alice51849.github.io/ios-app-guide/hi/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,hi,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_hi&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-hr,hourstaglite,HoursTag Lite,HoursTag Lite - Pogledaj pravu cijenu stvari,https://alice51849.github.io/ios-app-guide/hr/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,hr,HR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/hr/app/id6794039979?pt=118326163&ct=iag_data_hr&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-hu,hourstaglite,HoursTag Lite,HoursTag Lite - Lásd a dolgok valódi árát,https://alice51849.github.io/ios-app-guide/hu/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 HUF,0,HUF,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,hu,HU,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/hu/app/id6794039979?pt=118326163&ct=iag_data_hu&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-id,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/id/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 IDR,0,IDR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,id,ID,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/id/app/id6794039979?pt=118326163&ct=iag_data_id&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-it,hourstaglite,HoursTag Lite,HoursTag Lite - Il vero prezzo delle cose,https://alice51849.github.io/ios-app-guide/it/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,it,IT,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/it/app/id6794039979?pt=118326163&ct=iag_data_it&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-ja,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/ja/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 JPY,0,JPY,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ja,JP,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/jp/app/id6794039979?pt=118326163&ct=iag_data_ja&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-kn-IN,hourstaglite,HoursTag Lite,HoursTag Lite - ವಸ್ತುಗಳ ನಿಜವಾದ ಬೆಲೆಯನ್ನು ನೋಡಿ,https://alice51849.github.io/ios-app-guide/kn-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,kn-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_kn_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-ko,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/ko/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 KRW,0,KRW,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ko,KR,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/kr/app/id6794039979?pt=118326163&ct=iag_data_ko&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-ml-IN,hourstaglite,HoursTag Lite,HoursTag Lite - വസ്തുക്കളുടെ യഥാർത്ഥ വില കാണുക,https://alice51849.github.io/ios-app-guide/ml-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ml-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_ml_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-mr-IN,hourstaglite,HoursTag Lite,HoursTag Lite - सामानांची खरी किंमत पहा,https://alice51849.github.io/ios-app-guide/mr-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,mr-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_mr_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-ms,hourstaglite,HoursTag Lite,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,https://alice51849.github.io/ios-app-guide/ms/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 MYR,0,MYR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,ms,MY,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/my/app/id6794039979?pt=118326163&ct=iag_data_ms&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-nl-NL,hourstaglite,HoursTag Lite,HoursTag Lite - De echte prijs van dingen,https://alice51849.github.io/ios-app-guide/nl-NL/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 EUR,0,EUR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,nl-NL,NL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/nl/app/id6794039979?pt=118326163&ct=iag_data_nl_nl&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-no,hourstaglite,HoursTag Lite,HoursTag Lite - Den virkelige prisen på ting,https://alice51849.github.io/ios-app-guide/no/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 NOK,0,NOK,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,no,NO,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/no/app/id6794039979?pt=118326163&ct=iag_data_no&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-or-IN,hourstaglite,HoursTag Lite,HoursTag Lite - ବସ୍ତୁଗୁଡିକର ସତ୍ୟ ମୂଲ୍ୟ ଦେଖନ୍ତୁ,https://alice51849.github.io/ios-app-guide/or-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,or-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_or_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-pa-IN,hourstaglite,HoursTag Lite,HoursTag Lite - ਚੀਜ਼ਾਂ ਦੀ ਅਸਲ ਕੀਮਤ ਵੇਖੋ,https://alice51849.github.io/ios-app-guide/pa-IN/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 INR,0,INR,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,pa-IN,IN,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/in/app/id6794039979?pt=118326163&ct=iag_data_pa_in&mt=8,iOS,free_with_lifetime_unlock,true,false
hourstaglite-pl,hourstaglite,HoursTag Lite,HoursTag Lite - Prawdziwa cena rzeczy,https://alice51849.github.io/ios-app-guide/pl/hourstaglite.html,https://alice51849.github.io/ios-app-guide/social/img/hourstaglite-share.jpg,0 PLN,0,PLN,in_stock,new,Lumi Studio,"Money, billing and time tracking",mobile application,pl,PL,true,false,Lumi Studio,https://alice51849.github.io/ios-app-guide/about.html,6794039979,https://apps.apple.com/pl/app/id6794039979?pt=118326163&ct=iag_data_pl&mt=8,iOS,free_with_lifetime_unlock,true,false
